stage,bearing,phase,distance_m,x,y,mode,resident_cells,resident_packages,frame_ms
stage9,south,6,27.0,128.500,101.500,walk,13583,2601,2.1918
stage9,south,6,26.0,128.500,102.500,walk,13583,2601,1.5728
stage9,south,6,25.0,128.500,103.500,walk,13583,2601,1.5192
stage9,south,6,24.0,128.500,104.500,walk,13583,2601,1.5197
stage9,south,6,23.0,128.500,105.500,walk,13583,2601,7.6280
stage9,south,6,22.0,128.500,106.500,walk,13583,2601,1.6020
stage9,south,6,21.0,128.500,107.500,walk,13583,2601,1.7589
stage9,south,6,20.0,128.500,108.500,walk,13583,2601,1.5006
stage9,south,6,19.0,128.500,109.500,walk,13583,2601,1.1820
stage9,south,6,18.0,128.500,110.500,walk,13583,2601,1.1546
stage9,south,6,17.0,128.500,111.500,walk,13583,2601,1.1450
stage9,south,6,16.0,128.500,112.500,walk,13583,2601,1.1532
stage9,south,6,15.0,128.500,113.500,walk,13583,2601,6.9157
stage9,south,6,14.0,128.500,114.500,walk,13583,2601,1.5497
stage9,south,6,13.0,128.500,115.500,walk,13583,2601,1.8113
stage9,south,6,12.0,128.500,116.500,walk,13583,2601,1.3124
stage9,south,6,11.0,128.500,117.500,walk,13583,2601,1.2803
stage9,south,6,10.0,128.500,118.500,walk,13583,2601,1.6115
stage9,south,6,9.0,128.500,119.500,walk,13583,2601,1.4527
stage9,south,6,8.0,128.500,120.500,walk,13583,2601,1.4210
stage9,south,6,7.0,128.500,121.500,walk,13583,2601,6.4550
stage9,south,6,6.0,128.500,122.500,walk,13583,2601,1.5962
stage9,south,6,5.0,128.500,123.500,walk,13583,2601,1.5554
stage9,south,6,4.0,128.500,124.500,walk,13583,2601,1.2281
stage9,south,6,3.0,128.500,125.500,walk,13583,2601,1.2619
stage9,south,6,2.0,128.500,126.500,walk,13583,2601,1.1819
stage9,south,6,1.0,128.500,127.500,walk,13583,2601,1.1452
stage9,south,6,0.0,128.500,128.500,walk,13583,2601,1.1515
stage9,west,3,1.0,127.500,128.500,walk,12982,2601,0.6409
stage9,west,3,2.0,126.500,128.500,walk,13111,2601,5.7232
stage9,west,3,3.0,125.500,128.500,walk,13240,2601,1.0292
stage9,west,3,4.0,124.500,128.500,walk,13369,2601,0.8846
stage9,west,3,5.0,123.500,128.500,walk,13441,2601,0.7872
stage9,west,3,6.0,122.500,128.500,walk,13479,2601,0.7931
stage9,west,3,7.0,121.500,128.500,walk,13505,2601,0.8190
stage9,west,3,8.0,120.500,128.500,walk,13523,2601,0.7872
stage9,west,3,9.0,119.500,128.500,walk,13535,2601,0.7919
stage9,west,3,10.0,118.500,128.500,walk,13545,2601,4.7389
stage9,west,3,11.0,117.500,128.500,walk,13553,2601,0.9597
stage9,west,3,12.0,116.500,128.500,walk,13559,2601,1.4096
stage9,west,3,13.0,115.500,128.500,walk,13563,2601,0.9168
stage9,west,3,14.0,114.500,128.500,walk,13567,2601,0.8594
stage9,west,3,15.0,113.500,128.500,walk,13569,2601,1.1051
stage9,west,3,16.0,112.500,128.500,walk,13571,2601,1.1088
stage9,west,3,17.0,111.500,128.500,walk,13573,2601,0.8208
stage9,west,3,18.0,110.500,128.500,walk,13575,2601,5.4260
stage9,west,3,19.0,109.500,128.500,walk,13577,2601,1.1285
stage9,west,3,20.0,108.500,128.500,walk,13579,2601,1.0257
stage9,west,3,21.0,107.500,128.500,walk,13581,2601,0.9026
stage9,west,3,22.0,106.500,128.500,walk,13583,2601,0.8712
stage9,west,3,23.0,105.500,128.500,walk,13583,2601,1.1748
stage9,west,3,24.0,104.500,128.500,walk,13583,2601,0.9060
stage9,west,3,25.0,103.500,128.500,walk,13583,2601,0.8492
stage9,west,3,26.0,102.500,128.500,walk,13583,2601,5.2049
stage9,west,3,27.0,101.500,128.500,walk,13583,2601,1.0264
stage9,west,3,28.0,100.500,128.500,walk,13583,2601,0.9219
stage9,west,3,29.0,99.500,128.500,walk,13583,2601,0.8442
stage9,west,3,30.0,98.500,128.500,walk,13583,2601,0.8217
stage9,west,3,31.0,97.500,128.500,walk,13583,2601,0.8149
stage9,west,3,32.0,96.500,128.500,walk,13583,2601,0.8550
stage9,west,3,33.0,95.500,128.500,walk,13583,2601,0.8254
stage9,west,3,34.0,94.500,128.500,walk,13583,2601,5.0322
stage9,west,3,35.0,93.500,128.500,walk,13583,2601,1.0614
stage9,west,3,36.0,92.500,128.500,walk,13583,2601,0.9960
stage9,west,3,37.0,91.500,128.500,walk,13583,2601,1.0749
stage9,west,3,38.0,90.500,128.500,walk,13583,2601,0.8793
stage9,west,3,39.0,89.500,128.500,walk,13583,2601,0.8345
stage9,west,3,40.0,88.500,128.500,walk,13583,2601,0.8466
stage9,west,3,41.0,87.500,128.500,walk,13583,2601,0.8479
stage9,west,3,42.0,86.500,128.500,walk,13583,2601,4.8337
stage9,west,3,43.0,85.500,128.500,walk,13583,2601,1.0254
stage9,west,3,44.0,84.500,128.500,walk,13583,2601,0.9298
stage9,west,3,45.0,83.500,128.500,walk,13583,2601,1.2903
stage9,west,3,46.0,82.500,128.500,walk,13583,2601,0.9009
stage9,west,3,47.0,81.500,128.500,walk,13583,2601,0.8508
stage9,west,3,48.0,80.500,128.500,walk,13583,2601,0.8365
stage9,west,3,49.0,79.500,128.500,walk,13583,2601,0.8545
stage9,west,3,50.0,78.500,128.500,walk,13583,2601,5.4633
stage9,west,3,51.0,77.500,128.500,walk,13583,2601,1.0708
stage9,west,3,52.0,76.500,128.500,walk,13583,2601,0.9308
stage9,west,3,53.0,75.500,128.500,walk,13583,2601,0.8629
stage9,west,3,54.0,74.500,128.500,walk,13583,2601,0.8740
stage9,west,3,55.0,73.500,128.500,walk,13583,2601,0.8793
stage9,west,3,56.0,72.500,128.500,walk,13583,2601,0.8414
stage9,west,3,57.0,71.500,128.500,walk,13583,2601,1.0202
stage9,west,3,58.0,70.500,128.500,walk,13583,2601,4.9307
stage9,west,3,59.0,69.500,128.500,walk,13583,2601,1.6039
stage9,west,3,60.0,68.500,128.500,walk,13583,2601,1.0913
stage9,west,3,61.0,67.500,128.500,walk,13583,2601,0.8937
stage9,west,3,62.0,66.500,128.500,walk,13583,2601,0.8756
stage9,west,3,63.0,65.500,128.500,walk,13583,2601,0.8809
stage9,west,3,64.0,64.500,128.500,walk,13583,2601,0.8730
stage9,west,3,66.0,62.500,128.500,sprint,13581,2601,0.8553
stage9,west,3,68.0,60.500,128.500,sprint,13579,2601,5.4559
stage9,west,3,70.0,58.500,128.500,sprint,13577,2601,1.2724
stage9,west,3,72.0,56.500,128.500,sprint,13575,2601,1.1945
stage9,west,3,74.0,54.500,128.500,sprint,13573,2601,1.1741
stage9,west,3,76.0,52.500,128.500,sprint,13571,2601,7.1727
stage9,west,3,78.0,50.500,128.500,sprint,13569,2601,1.3243
stage9,west,3,80.0,48.500,128.500,sprint,13567,2601,1.2904
stage9,west,3,82.0,46.500,128.500,sprint,13565,2601,1.0149
stage9,west,3,84.0,44.500,128.500,sprint,13563,2601,4.9173
stage9,west,3,86.0,42.500,128.500,sprint,13561,2601,1.1274
stage9,west,3,88.0,40.500,128.500,sprint,13561,2601,1.2522
stage9,west,3,90.0,38.500,128.500,sprint,13561,2601,1.1062
stage9,west,3,92.0,36.500,128.500,sprint,13561,2601,5.0136
stage9,west,3,94.0,34.500,128.500,sprint,13561,2601,1.2429
stage9,west,3,96.0,32.500,128.500,sprint,13561,2601,1.0927
stage9,west,3,98.0,30.500,128.500,sprint,13561,2601,0.9915
stage9,west,3,100.0,28.500,128.500,sprint,13561,2601,4.9731
stage9,west,3,102.0,26.500,128.500,sprint,13561,2601,1.1367
stage9,west,3,104.0,24.500,128.500,sprint,13561,2601,1.3909
stage9,west,3,106.0,22.500,128.500,sprint,13561,2601,1.0982
stage9,west,3,108.0,20.500,128.500,sprint,13561,2601,5.1804
stage9,west,3,110.0,18.500,128.500,sprint,13561,2601,1.2101
stage9,west,3,112.0,16.500,128.500,sprint,13561,2601,1.1546
stage9,west,3,114.0,14.500,128.500,sprint,13561,2601,1.1013
stage9,west,3,116.0,12.500,128.500,sprint,13561,2601,4.9713
stage9,west,3,118.0,10.500,128.500,sprint,13561,2601,1.2387
stage9,west,3,120.0,8.500,128.500,sprint,13561,2601,1.3473
stage9,west,3,122.0,6.500,128.500,sprint,13561,2601,1.1948
stage9,west,3,124.0,4.500,128.500,sprint,13561,2601,5.5221
stage9,west,3,126.0,2.500,128.500,sprint,13561,2601,1.2405
stage9,west,3,128.0,0.500,128.500,sprint,13561,2601,1.1651
stage9,west,3,132.0,-3.500,128.500,free_fly,13559,2601,1.0336
stage9,west,3,136.0,-7.500,128.500,free_fly,13557,2601,5.5060
stage9,west,3,140.0,-11.500,128.500,free_fly,13555,2601,1.4426
stage9,west,3,144.0,-15.500,128.500,free_fly,13553,2601,6.1182
stage9,west,3,148.0,-19.500,128.500,free_fly,13551,2601,1.3096
stage9,west,3,152.0,-23.500,128.500,free_fly,13549,2601,5.2119
stage9,west,3,156.0,-27.500,128.500,free_fly,13549,2601,1.2936
stage9,west,3,160.0,-31.500,128.500,free_fly,13549,2601,6.0350
stage9,west,3,164.0,-35.500,128.500,free_fly,13549,2601,1.3443
stage9,west,3,168.0,-39.500,128.500,free_fly,13549,2601,5.1864
stage9,west,3,172.0,-43.500,128.500,free_fly,13549,2601,1.3218
stage9,west,3,176.0,-47.500,128.500,free_fly,13549,2601,5.9649
stage9,west,3,180.0,-51.500,128.500,free_fly,13549,2601,1.7901
stage9,west,3,184.0,-55.500,128.500,free_fly,13549,2601,5.4021
stage9,west,3,188.0,-59.500,128.500,free_fly,13549,2601,1.3161
stage9,west,3,192.0,-63.500,128.500,free_fly,13549,2601,5.2577
stage9,west,3,196.0,-67.500,128.500,free_fly,13549,2601,1.5521
stage9,west,3,200.0,-71.500,128.500,free_fly,13549,2601,5.3543
stage9,west,3,204.0,-75.500,128.500,free_fly,13549,2601,1.3456
stage9,west,3,208.0,-79.500,128.500,free_fly,13549,2601,5.1875
stage9,west,3,212.0,-83.500,128.500,free_fly,13549,2601,1.2956
stage9,west,3,216.0,-87.500,128.500,free_fly,13549,2601,5.8671
stage9,west,3,220.0,-91.500,128.500,free_fly,13549,2601,1.4810
stage9,west,3,224.0,-95.500,128.500,free_fly,13549,2601,5.4701
stage9,west,3,228.0,-99.500,128.500,free_fly,13549,2601,1.3760
stage9,west,3,232.0,-103.500,128.500,free_fly,13549,2601,5.9392
stage9,west,3,236.0,-107.500,128.500,free_fly,13549,2601,1.5341
stage9,west,3,240.0,-111.500,128.500,free_fly,13549,2601,5.3373
stage9,west,3,244.0,-115.500,128.500,free_fly,13549,2601,1.3507
stage9,west,3,248.0,-119.500,128.500,free_fly,13549,2601,5.4148
stage9,west,3,252.0,-123.500,128.500,free_fly,13549,2601,1.5484
stage9,west,3,256.0,-127.500,128.500,free_fly,13549,2601,5.8382
stage9,west,3,260.0,-131.500,128.500,free_fly,13549,2601,1.5408
stage9,west,3,264.0,-135.500,128.500,free_fly,13549,2601,5.5266
stage9,west,3,268.0,-139.500,128.500,free_fly,13549,2601,1.5838
stage9,west,3,272.0,-143.500,128.500,free_fly,13549,2601,6.3754
stage9,west,3,276.0,-147.500,128.500,free_fly,13549,2601,1.4517
stage9,west,3,280.0,-151.500,128.500,free_fly,13549,2601,5.8044
stage9,west,3,284.0,-155.500,128.500,free_fly,13549,2601,1.5827
stage9,west,3,288.0,-159.500,128.500,free_fly,13549,2601,7.5313
stage9,west,3,292.0,-163.500,128.500,free_fly,13549,2601,1.9199
stage9,west,3,296.0,-167.500,128.500,free_fly,13549,2601,6.9375
stage9,west,3,300.0,-171.500,128.500,free_fly,13549,2601,1.6298
stage9,west,3,304.0,-175.500,128.500,free_fly,13549,2601,7.3481
stage9,west,3,308.0,-179.500,128.500,free_fly,13549,2601,2.1462
stage9,west,3,312.0,-183.500,128.500,free_fly,13549,2601,7.8035
stage9,west,3,316.0,-187.500,128.500,free_fly,13549,2601,1.8038
stage9,west,3,320.0,-191.500,128.500,free_fly,13549,2601,7.3581
stage9,west,3,324.0,-195.500,128.500,free_fly,13549,2601,1.7539
stage9,west,3,328.0,-199.500,128.500,free_fly,13549,2601,6.8434
stage9,west,3,332.0,-203.500,128.500,free_fly,13549,2601,2.2044
stage9,west,3,336.0,-207.500,128.500,free_fly,13549,2601,6.4644
stage9,west,3,340.0,-211.500,128.500,free_fly,13549,2601,1.7772
stage9,west,3,344.0,-215.500,128.500,free_fly,13549,2601,7.9729
stage9,west,3,348.0,-219.500,128.500,free_fly,13549,2601,2.7972
stage9,west,3,352.0,-223.500,128.500,free_fly,13549,2601,7.4248
stage9,west,3,356.0,-227.500,128.500,free_fly,13549,2601,1.8107
stage9,west,3,360.0,-231.500,128.500,free_fly,13549,2601,6.9225
stage9,west,3,364.0,-235.500,128.500,free_fly,13549,2601,1.7804
stage9,west,3,368.0,-239.500,128.500,free_fly,13549,2601,6.8349
stage9,west,3,372.0,-243.500,128.500,free_fly,13549,2601,2.2558
stage9,west,3,376.0,-247.500,128.500,free_fly,13549,2601,7.0673
stage9,west,3,380.0,-251.500,128.500,free_fly,13549,2601,2.0397
stage9,west,3,384.0,-255.500,128.500,free_fly,13549,2601,7.5128
stage9,west,3,388.0,-259.500,128.500,free_fly,13549,2601,1.7230
stage9,west,3,392.0,-263.500,128.500,free_fly,13549,2601,6.8833
stage9,west,3,396.0,-267.500,128.500,free_fly,13549,2601,1.8796
stage9,west,3,400.0,-271.500,128.500,free_fly,13549,2601,6.4330
stage9,west,3,404.0,-275.500,128.500,free_fly,13549,2601,1.7927
stage9,west,3,408.0,-279.500,128.500,free_fly,13549,2601,7.5325
stage9,west,6,404.0,-275.500,128.500,free_fly,13549,2601,1.3592
stage9,west,6,400.0,-271.500,128.500,free_fly,13549,2601,1.9271
stage9,west,6,396.0,-267.500,128.500,free_fly,13549,2601,6.0601
stage9,west,6,392.0,-263.500,128.500,free_fly,13549,2601,1.6587
stage9,west,6,388.0,-259.500,128.500,free_fly,13549,2601,5.5993
stage9,west,6,384.0,-255.500,128.500,free_fly,13549,2601,1.5992
stage9,west,6,380.0,-251.500,128.500,free_fly,13549,2601,5.9655
stage9,west,6,376.0,-247.500,128.500,free_fly,13549,2601,1.6595
stage9,west,6,372.0,-243.500,128.500,free_fly,13549,2601,5.5930
stage9,west,6,368.0,-239.500,128.500,free_fly,13549,2601,1.6278
stage9,west,6,364.0,-235.500,128.500,free_fly,13549,2601,5.9661
stage9,west,6,360.0,-231.500,128.500,free_fly,13549,2601,1.7686
stage9,west,6,356.0,-227.500,128.500,free_fly,13549,2601,5.6105
stage9,west,6,352.0,-223.500,128.500,free_fly,13549,2601,1.5698
stage9,west,6,348.0,-219.500,128.500,free_fly,13549,2601,5.3075
stage9,west,6,344.0,-215.500,128.500,free_fly,13549,2601,1.7092
stage9,west,6,340.0,-211.500,128.500,free_fly,13549,2601,5.5651
stage9,west,6,336.0,-207.500,128.500,free_fly,13549,2601,1.6609
stage9,west,6,332.0,-203.500,128.500,free_fly,13549,2601,5.1697
stage9,west,6,328.0,-199.500,128.500,free_fly,13549,2601,1.5282
stage9,west,6,324.0,-195.500,128.500,free_fly,13549,2601,6.6598
stage9,west,6,320.0,-191.500,128.500,free_fly,13549,2601,1.8200
stage9,west,6,316.0,-187.500,128.500,free_fly,13549,2601,7.2350
stage9,west,6,312.0,-183.500,128.500,free_fly,13549,2601,1.6870
stage9,west,6,308.0,-179.500,128.500,free_fly,13549,2601,6.6847
stage9,west,6,304.0,-175.500,128.500,free_fly,13549,2601,2.0170
stage9,west,6,300.0,-171.500,128.500,free_fly,13549,2601,5.6678
stage9,west,6,296.0,-167.500,128.500,free_fly,13549,2601,1.7374
stage9,west,6,292.0,-163.500,128.500,free_fly,13549,2601,6.3754
stage9,west,6,288.0,-159.500,128.500,free_fly,13549,2601,1.6739
stage9,west,6,284.0,-155.500,128.500,free_fly,13549,2601,6.8626
stage9,west,6,280.0,-151.500,128.500,free_fly,13549,2601,1.7404
stage9,west,6,276.0,-147.500,128.500,free_fly,13549,2601,6.9908
stage9,west,6,272.0,-143.500,128.500,free_fly,13549,2601,2.1550
stage9,west,6,268.0,-139.500,128.500,free_fly,13549,2601,7.2084
stage9,west,6,264.0,-135.500,128.500,free_fly,13549,2601,1.8804
stage9,west,6,260.0,-131.500,128.500,free_fly,13549,2601,6.4736
stage9,west,6,256.0,-127.500,128.500,free_fly,13549,2601,2.0938
stage9,west,6,252.0,-123.500,128.500,free_fly,13549,2601,7.5594
stage9,west,6,248.0,-119.500,128.500,free_fly,13549,2601,1.9982
stage9,west,6,244.0,-115.500,128.500,free_fly,13549,2601,6.6105
stage9,west,6,240.0,-111.500,128.500,free_fly,13549,2601,1.7571
stage9,west,6,236.0,-107.500,128.500,free_fly,13549,2601,7.9482
stage9,west,6,232.0,-103.500,128.500,free_fly,13549,2601,1.8316
stage9,west,6,228.0,-99.500,128.500,free_fly,13549,2601,5.5406
stage9,west,6,224.0,-95.500,128.500,free_fly,13549,2601,1.5620
stage9,west,6,220.0,-91.500,128.500,free_fly,13549,2601,5.8377
stage9,west,6,216.0,-87.500,128.500,free_fly,13549,2601,2.5254
stage9,west,6,212.0,-83.500,128.500,free_fly,13549,2601,7.5452
stage9,west,6,208.0,-79.500,128.500,free_fly,13549,2601,1.6952
stage9,west,6,204.0,-75.500,128.500,free_fly,13549,2601,8.0105
stage9,west,6,200.0,-71.500,128.500,free_fly,13549,2601,1.8164
stage9,west,6,196.0,-67.500,128.500,free_fly,13549,2601,6.3371
stage9,west,6,192.0,-63.500,128.500,free_fly,13549,2601,1.5496
stage9,west,6,188.0,-59.500,128.500,free_fly,13549,2601,6.0038
stage9,west,6,184.0,-55.500,128.500,free_fly,13549,2601,2.0247
stage9,west,6,180.0,-51.500,128.500,free_fly,13549,2601,5.6358
stage9,west,6,176.0,-47.500,128.500,free_fly,13549,2601,1.5956
stage9,west,6,172.0,-43.500,128.500,free_fly,13549,2601,5.7068
stage9,west,6,168.0,-39.500,128.500,free_fly,13549,2601,2.1742
stage9,west,6,164.0,-35.500,128.500,free_fly,13549,2601,5.6049
stage9,west,6,160.0,-31.500,128.500,free_fly,13549,2601,1.5194
stage9,west,6,156.0,-27.500,128.500,free_fly,13549,2601,5.6817
stage9,west,6,152.0,-23.500,128.500,free_fly,13549,2601,1.6175
stage9,west,6,148.0,-19.500,128.500,free_fly,13549,2601,6.4410
stage9,west,6,144.0,-15.500,128.500,free_fly,13549,2601,1.6360
stage9,west,6,140.0,-11.500,128.500,free_fly,13549,2601,6.0543
stage9,west,6,136.0,-7.500,128.500,free_fly,13549,2601,1.5866
stage9,west,6,132.0,-3.500,128.500,free_fly,13549,2601,6.5483
stage9,west,6,128.0,0.500,128.500,free_fly,13549,2601,1.6421
stage9,west,6,126.0,2.500,128.500,sprint,13551,2601,5.6980
stage9,west,6,124.0,4.500,128.500,sprint,13551,2601,1.4918
stage9,west,6,122.0,6.500,128.500,sprint,13553,2601,1.4470
stage9,west,6,120.0,8.500,128.500,sprint,13553,2601,1.5072
stage9,west,6,118.0,10.500,128.500,sprint,13555,2601,6.1111
stage9,west,6,116.0,12.500,128.500,sprint,13555,2601,1.5266
stage9,west,6,114.0,14.500,128.500,sprint,13557,2601,1.3493
stage9,west,6,112.0,16.500,128.500,sprint,13557,2601,1.2851
stage9,west,6,110.0,18.500,128.500,sprint,13559,2601,5.3315
stage9,west,6,108.0,20.500,128.500,sprint,13559,2601,1.4985
stage9,west,6,106.0,22.500,128.500,sprint,13561,2601,1.5982
stage9,west,6,104.0,24.500,128.500,sprint,13561,2601,1.2644
stage9,west,6,102.0,26.500,128.500,sprint,13561,2601,5.9786
stage9,west,6,100.0,28.500,128.500,sprint,13561,2601,1.4974
stage9,west,6,98.0,30.500,128.500,sprint,13561,2601,1.3292
stage9,west,6,96.0,32.500,128.500,sprint,13561,2601,1.2695
stage9,west,6,94.0,34.500,128.500,sprint,13561,2601,6.9032
stage9,west,6,92.0,36.500,128.500,sprint,13561,2601,1.5233
stage9,west,6,90.0,38.500,128.500,sprint,13561,2601,1.4262
stage9,west,6,88.0,40.500,128.500,sprint,13561,2601,1.2520
stage9,west,6,86.0,42.500,128.500,sprint,13561,2601,5.3929
stage9,west,6,84.0,44.500,128.500,sprint,13561,2601,1.4420
stage9,west,6,82.0,46.500,128.500,sprint,13561,2601,1.3634
stage9,west,6,80.0,48.500,128.500,sprint,13561,2601,1.8401
stage9,west,6,78.0,50.500,128.500,sprint,13561,2601,5.5939
stage9,west,6,76.0,52.500,128.500,sprint,13561,2601,1.4516
stage9,west,6,74.0,54.500,128.500,sprint,13561,2601,1.3148
stage9,west,6,72.0,56.500,128.500,sprint,13561,2601,1.2468
stage9,west,6,70.0,58.500,128.500,sprint,13561,2601,5.3094
stage9,west,6,68.0,60.500,128.500,sprint,13561,2601,1.7310
stage9,west,6,66.0,62.500,128.500,sprint,13561,2601,1.5675
stage9,west,6,64.0,64.500,128.500,sprint,13561,2601,1.5633
stage9,west,6,63.0,65.500,128.500,walk,13561,2601,5.3085
stage9,west,6,62.0,66.500,128.500,walk,13563,2601,1.3764
stage9,west,6,61.0,67.500,128.500,walk,13563,2601,1.2344
stage9,west,6,60.0,68.500,128.500,walk,13565,2601,1.1474
stage9,west,6,59.0,69.500,128.500,walk,13565,2601,1.2086
stage9,west,6,58.0,70.500,128.500,walk,13567,2601,1.1796
stage9,west,6,57.0,71.500,128.500,walk,13567,2601,1.3372
stage9,west,6,56.0,72.500,128.500,walk,13569,2601,1.6189
stage9,west,6,55.0,73.500,128.500,walk,13569,2601,5.4178
stage9,west,6,54.0,74.500,128.500,walk,13571,2601,1.3870
stage9,west,6,53.0,75.500,128.500,walk,13571,2601,1.2480
stage9,west,6,52.0,76.500,128.500,walk,13573,2601,1.1653
stage9,west,6,51.0,77.500,128.500,walk,13573,2601,1.1354
stage9,west,6,50.0,78.500,128.500,walk,13575,2601,1.1685
stage9,west,6,49.0,79.500,128.500,walk,13575,2601,1.1028
stage9,west,6,48.0,80.500,128.500,walk,13577,2601,1.1080
stage9,west,6,47.0,81.500,128.500,walk,13577,2601,5.7307
stage9,west,6,46.0,82.500,128.500,walk,13579,2601,1.4498
stage9,west,6,45.0,83.500,128.500,walk,13579,2601,1.2284
stage9,west,6,44.0,84.500,128.500,walk,13581,2601,1.1281
stage9,west,6,43.0,85.500,128.500,walk,13581,2601,1.1563
stage9,west,6,42.0,86.500,128.500,walk,13583,2601,1.1225
stage9,west,6,41.0,87.500,128.500,walk,13583,2601,1.1103
stage9,west,6,40.0,88.500,128.500,walk,13583,2601,1.1052
stage9,west,6,39.0,89.500,128.500,walk,13583,2601,5.7852
stage9,west,6,38.0,90.500,128.500,walk,13583,2601,1.7224
stage9,west,6,37.0,91.500,128.500,walk,13583,2601,1.3008
stage9,west,6,36.0,92.500,128.500,walk,13583,2601,1.2212
stage9,west,6,35.0,93.500,128.500,walk,13583,2601,1.1665
stage9,west,6,34.0,94.500,128.500,walk,13583,2601,1.1147
stage9,west,6,33.0,95.500,128.500,walk,13583,2601,1.1392
stage9,west,6,32.0,96.500,128.500,walk,13583,2601,1.1353
stage9,west,6,31.0,97.500,128.500,walk,13583,2601,5.0387
stage9,west,6,30.0,98.500,128.500,walk,13583,2601,1.6730
stage9,west,6,29.0,99.500,128.500,walk,13583,2601,1.2742
stage9,west,6,28.0,100.500,128.500,walk,13583,2601,1.1540
stage9,west,6,27.0,101.500,128.500,walk,13583,2601,1.1303
stage9,west,6,26.0,102.500,128.500,walk,13583,2601,1.1280
stage9,west,6,25.0,103.500,128.500,walk,13583,2601,1.1173
stage9,west,6,24.0,104.500,128.500,walk,13583,2601,1.1125
stage9,west,6,23.0,105.500,128.500,walk,13583,2601,4.9961
stage9,west,6,22.0,106.500,128.500,walk,13583,2601,1.3193
stage9,west,6,21.0,107.500,128.500,walk,13583,2601,1.3807
stage9,west,6,20.0,108.500,128.500,walk,13583,2601,1.3350
stage9,west,6,19.0,109.500,128.500,walk,13583,2601,1.4485
stage9,west,6,18.0,110.500,128.500,walk,13583,2601,1.3203
stage9,west,6,17.0,111.500,128.500,walk,13583,2601,1.2183
stage9,west,6,16.0,112.500,128.500,walk,13583,2601,1.1324
stage9,west,6,15.0,113.500,128.500,walk,13583,2601,5.0222
stage9,west,6,14.0,114.500,128.500,walk,13583,2601,1.2854
stage9,west,6,13.0,115.500,128.500,walk,13583,2601,1.2672
stage9,west,6,12.0,116.500,128.500,walk,13583,2601,1.1641
stage9,west,6,11.0,117.500,128.500,walk,13583,2601,1.3776
stage9,west,6,10.0,118.500,128.500,walk,13583,2601,1.2627
stage9,west,6,9.0,119.500,128.500,walk,13583,2601,1.6152
stage9,west,6,8.0,120.500,128.500,walk,13583,2601,1.2820
stage9,west,6,7.0,121.500,128.500,walk,13583,2601,4.9058
stage9,west,6,6.0,122.500,128.500,walk,13583,2601,1.3665
stage9,west,6,5.0,123.500,128.500,walk,13583,2601,1.2707
stage9,west,6,4.0,124.500,128.500,walk,13583,2601,1.1340
stage9,west,6,3.0,125.500,128.500,walk,13583,2601,1.1292
stage9,west,6,2.0,126.500,128.500,walk,13583,2601,1.3819
stage9,west,6,1.0,127.500,128.500,walk,13583,2601,1.2897
stage9,west,6,0.0,128.500,128.500,walk,13583,2601,1.2946
stage10,north,3,1.0,128.500,129.500,walk,12982,2601,0.7373
stage10,north,3,2.0,128.500,130.500,walk,13111,2601,1.4523
stage10,north,3,3.0,128.500,131.500,walk,13240,2601,0.9478
stage10,north,3,4.0,128.500,132.500,walk,13369,2601,0.8333
stage10,north,3,5.0,128.500,133.500,walk,13441,2601,0.8027
stage10,north,3,6.0,128.500,134.500,walk,13479,2601,0.8026
stage10,north,3,7.0,128.500,135.500,walk,13505,2601,0.8463
stage10,north,3,8.0,128.500,136.500,walk,13523,2601,1.0729
stage10,north,3,9.0,128.500,137.500,walk,13535,2601,5.8269
stage10,north,3,10.0,128.500,138.500,walk,13545,2601,1.6987
stage10,north,3,11.0,128.500,139.500,walk,13553,2601,1.0067
stage10,north,3,12.0,128.500,140.500,walk,13559,2601,1.2197
stage10,north,3,13.0,128.500,141.500,walk,13563,2601,1.0280
stage10,north,3,14.0,128.500,142.500,walk,13567,2601,1.0040
stage10,north,3,15.0,128.500,143.500,walk,13569,2601,0.8338
stage10,north,3,16.0,128.500,144.500,walk,13571,2601,0.8545
stage10,north,3,17.0,128.500,145.500,walk,13573,2601,6.4032
stage10,north,3,18.0,128.500,146.500,walk,13575,2601,1.3680
stage10,north,3,19.0,128.500,147.500,walk,13577,2601,1.0891
stage10,north,3,20.0,128.500,148.500,walk,13579,2601,1.1523
stage10,north,3,21.0,128.500,149.500,walk,13581,2601,1.1108
stage10,north,3,22.0,128.500,150.500,walk,13583,2601,1.0821
stage10,north,3,23.0,128.500,151.500,walk,13583,2601,0.9553
stage10,north,3,24.0,128.500,152.500,walk,13583,2601,0.8514
stage10,north,3,25.0,128.500,153.500,walk,13583,2601,8.4125
stage10,north,3,26.0,128.500,154.500,walk,13583,2601,1.6529
stage10,north,3,27.0,128.500,155.500,walk,13583,2601,1.2426
stage10,north,3,28.0,128.500,156.500,walk,13583,2601,1.1459
stage10,north,3,29.0,128.500,157.500,walk,13583,2601,1.1384
stage10,north,3,30.0,128.500,158.500,walk,13583,2601,1.1215
stage10,north,3,31.0,128.500,159.500,walk,13583,2601,1.1100
stage10,north,3,32.0,128.500,160.500,walk,13583,2601,1.2081
stage10,north,3,33.0,128.500,161.500,walk,13583,2601,7.5731
stage10,north,3,34.0,128.500,162.500,walk,13583,2601,1.5438
stage10,north,3,35.0,128.500,163.500,walk,13583,2601,1.0141
stage10,north,3,36.0,128.500,164.500,walk,13583,2601,0.9320
